Time (s),Voltage (V),Disp. (cm),Stress (MPa),DC (%),deltaT
223.01946900,0.29372884,0.00283493,0.34913182,58.77431083,-0.25901271
223.21990900,0.29371384,0.00283393,0.34911382,57.97714283,-0.25287771
223.42035000,0.29374884,0.00283493,0.34915682,58.23312883,-0.25036771
223.62079000,0.29373384,0.00283493,0.34913782,58.41425783,-0.29530871
223.82122900,0.29373384,0.00283493,0.34913782,58.55333883,-0.27672671
224.02166900,0.29374284,0.00283493,0.34914882,58.20119783,-0.30053971
224.22210900,0.29376984,0.00283493,0.34918182,57.99402783,-0.32027271
224.42254900,0.29378884,0.00283493,0.34920382,58.50270083,-0.35571671
224.62298900,0.29380184,0.00283493,0.34921882,58.28866283,-0.30917871
224.82343000,0.29382384,0.00283493,0.34924582,58.31889183,-0.31466071
225.02387000,0.29381584,0.00283493,0.34923582,59.34383683,-0.31457871
225.22430900,0.29383784,0.00283593,0.34926182,58.62131383,-0.35877071
225.42474900,0.29383684,0.00283593,0.34926082,58.21074083,-0.33157571
225.62518900,0.29385984,0.00283593,0.34928782,58.12724783,-0.36364271
225.82562900,0.29390684,0.00283593,0.34934382,57.94801883,-0.37961771
226.02607000,0.29392484,0.00283593,0.34936582,58.47745183,-0.45045571
226.22651000,0.29391584,0.00283593,0.34935482,58.71939783,-0.45042371
226.42695000,0.29392484,0.00283593,0.34936482,58.07337283,-0.38744271
226.62738900,0.29392884,0.00283693,0.34936982,57.71274683,-0.29564171
226.82782900,0.29393184,0.00283693,0.34937382,58.13670283,-0.26902471
227.02826900,0.29395684,0.00283693,0.34940282,58.48955983,-0.25835871
227.22870900,0.29396584,0.00283693,0.34941382,58.93255183,-0.20303071
227.42915000,0.29399784,0.00283693,0.34945182,58.61208083,-0.22342071
227.62959000,0.29399984,0.00283693,0.34945482,57.89431283,-0.26987071
227.83002900,0.29401884,0.00283693,0.34947682,57.30127983,-0.23915471
228.03046900,0.29402084,0.00283693,0.34947982,58.57630783,-0.25138771
228.23090900,0.29401684,0.00283693,0.34947482,58.04299583,-0.29509971
228.43134900,0.29402984,0.00283693,0.34949082,59.23180283,-0.26548471
228.63178900,0.29404384,0.00283793,0.34950682,58.91460483,-0.31201371
228.83223000,0.29402784,0.00283693,0.34948682,58.20474083,-0.33651071
229.03267000,0.29405484,0.00283793,0.34951982,58.71179883,-0.39015671
229.23310900,0.29406884,0.00283793,0.34953582,58.34139883,-0.43479971
229.43354900,0.29407684,0.00283793,0.34954582,58.27638383,-0.40456171
229.63398900,0.29407184,0.00283793,0.34953982,58.53004283,-0.37882571
229.83442900,0.29408984,0.00283793,0.34956182,58.57609183,-0.38646571
230.03486900,0.29412984,0.00283793,0.34960882,58.31966083,-0.30039471
230.23531000,0.29414984,0.00283893,0.34963282,58.52315483,-0.32768871
230.43575000,0.29416384,0.00283893,0.34964882,58.40270183,-0.25759271
230.63618900,0.29418884,0.00283893,0.34967882,58.67403283,-0.21681471
230.83662900,0.29418884,0.00283893,0.34967882,57.98125483,-0.19148671
231.03706900,0.29420984,0.00283893,0.34970382,57.83550483,-0.23106371
231.23750900,0.29421184,0.00283893,0.34970582,58.15372883,-0.21951871
231.43794900,0.29420184,0.00283893,0.34969482,59.05498883,-0.18604671
231.63738700,0.29420884,0.00283893,0.34970182,58.24480983,-0.16425671
231.83782700,0.29422184,0.00283893,0.34971782,58.08329083,-0.17286471
232.03826700,0.29423484,0.00283893,0.34973382,58.23916183,-0.10964471
232.23870700,0.29422084,0.00283893,0.34971782,58.72159783,-0.10443571
232.43914700,0.29421184,0.00283893,0.34970582,57.81494283,-0.12583971
232.63958700,0.29421584,0.00283893,0.34971182,58.94970383,-0.13980071
232.84002700,0.29426484,0.00283993,0.34976882,58.36611583,-0.17411171
233.04046700,0.29425584,0.00283993,0.34975782,58.24840183,-0.20743871
233.24090700,0.29426384,0.00283993,0.34976882,58.27172783,-0.17385071
233.44134700,0.29424084,0.00283993,0.34974082,58.77597883,-0.12586571
233.64178700,0.29422784,0.00283893,0.34972482,58.50266683,-0.13194571
233.84222700,0.29423784,0.00283893,0.34973682,58.37144783,-0.11240571
234.04266700,0.29423984,0.00283993,0.34973982,58.32494783,-0.12200171
234.24310700,0.29429384,0.00283993,0.34980382,58.54857583,-0.10678671
234.44354700,0.29427684,0.00283993,0.34978382,58.35672883,-0.09621071
234.64398700,0.29425884,0.00283993,0.34976282,58.00480683,-0.12832571
234.84442700,0.29426484,0.00283993,0.34976882,58.74941683,-0.12143571
235.04486700,0.29427184,0.00283993,0.34977782,58.54648483,-0.13031971
235.24530700,0.29426984,0.00283993,0.34977482,58.24711383,-0.13425671
235.44574700,0.29429084,0.00283993,0.34979982,58.38190683,-0.11610671
235.64618700,0.29430484,0.00283993,0.34981682,58.88793183,-0.11428071
235.84662700,0.29431684,0.00283993,0.34983182,58.25306383,-0.13129871
236.04706700,0.29432484,0.00283993,0.34984082,58.11224383,-0.16865371
236.24750700,0.29432884,0.00283993,0.34984582,57.64335083,-0.12947371
236.44794700,0.29433084,0.00283993,0.34984682,58.62476883,-0.05977871
236.64838700,0.29433184,0.00283993,0.34984882,58.79655483,-0.02911671
236.84882700,0.29433984,0.00283993,0.34985882,58.68038083,-0.03821171
237.04926700,0.29437584,0.00284093,0.34990082,58.79651583,-0.05965971
237.24970700,0.29436184,0.00284093,0.34988382,58.95215983,-0.09928671
237.45014700,0.29437484,0.00284093,0.34989982,57.97540883,-0.07543671
237.65058700,0.29437284,0.00284093,0.34989782,58.99770383,-0.05711171
237.85102700,0.29437784,0.00284093,0.34990382,58.21370383,-0.07855071
238.05146700,0.29438784,0.00284093,0.34991582,58.12047683,-0.07461071
238.25190700,0.29439484,0.00284093,0.34992382,57.92960583,-0.09325371
238.45234700,0.29439784,0.00284093,0.34992682,58.76138783,-0.09801171
238.65278700,0.29439384,0.00284093,0.34992282,59.02686383,-0.06355371
238.85322700,0.29439984,0.00284093,0.34992982,59.01189983,-0.05037471
239.05366700,0.29440784,0.00284093,0.34993982,59.06184283,-0.03152171
239.25410700,0.29441284,0.00284093,0.34994582,58.94381283,-0.07481771
239.45454700,0.29438684,0.00284093,0.34991482,58.89195283,-0.16533971
239.65498700,0.29441284,0.00284093,0.34994582,58.67707083,-0.20394571
239.85542700,0.29443784,0.00284093,0.34997482,58.21969583,-0.16424571
240.05586700,0.29445084,0.00284193,0.34998982,58.35427583,-0.19859371
240.25630700,0.29446484,0.00284193,0.35000682,58.48403183,-0.20403971
240.45674700,0.29447784,0.00284193,0.35002182,57.86374783,-0.19487471
240.65718700,0.29448484,0.00284193,0.35003082,58.24985283,-0.20492171
240.85762700,0.29450784,0.00284193,0.35005782,58.22374283,-0.10105871
241.05806700,0.29451684,0.00284193,0.35006882,58.30780183,-0.06177671
241.25850700,0.29449384,0.00284193,0.35004082,58.35632283,-0.05621671
241.45894700,0.29452284,0.00284193,0.35007582,58.47884083,-0.08358471
241.65938700,0.29451084,0.00284193,0.35006182,59.09534883,-0.07502371
241.85982700,0.29450284,0.00284193,0.35005182,58.31889383,-0.09977071
242.06026700,0.29452584,0.00284193,0.35007982,58.90252383,-0.13827071
242.26070700,0.29452684,0.00284193,0.35008082,57.70789683,-0.08665371
242.46114700,0.29451584,0.00284193,0.35006782,58.19958983,-0.07873571
242.66158700,0.29451484,0.00284193,0.35006682,58.44378083,-0.03909471
242.86202700,0.29452184,0.00284193,0.35007482,57.72303183,-0.01065971
243.06246700,0.29452684,0.00284193,0.35008082,58.36162583,-0.02173871
243.26290700,0.29453084,0.00284193,0.35008482,58.62180083,-0.06522871
243.46334700,0.29454084,0.00284193,0.35009782,58.56388483,-0.05397871
243.66378700,0.29455784,0.00284293,0.35011782,58.47285183,-0.08036471
243.86422700,0.29453484,0.00284193,0.35008982,57.83664983,-0.04707371
244.06466700,0.29453584,0.00284193,0.35009182,58.54059283,0.00667529
244.26510700,0.29452884,0.00284193,0.35008282,58.26479283,0.01076929
244.46554700,0.29455384,0.00284293,0.35011382,58.39579783,0.01379829
244.66598700,0.29454784,0.00284193,0.35010582,57.70301383,0.04512329
244.86642700,0.29455384,0.00284293,0.35011282,57.99178483,0.02052229
245.06686700,0.29453384,0.00284193,0.35008882,58.83641483,0.04486429
245.26730700,0.29453884,0.00284193,0.35009482,58.79147283,0.04823929
245.46774700,0.29455184,0.00284293,0.35011082,58.64776283,0.01493329
245.66818700,0.29456284,0.00284293,0.35012382,58.21716483,0.03634529
245.86862700,0.29456884,0.00284293,0.35013082,57.77940983,0.03637529
246.06906700,0.29456184,0.00284293,0.35012282,57.56937983,-0.00875571
246.26950700,0.29456984,0.00284293,0.35013182,58.29869883,0.00669329
246.46994700,0.29459984,0.00284293,0.35016782,57.63504583,-0.03032271
246.67038700,0.29461284,0.00284293,0.35018282,57.76991183,-0.06054371
246.87082700,0.29461884,0.00284293,0.35018982,58.68125583,-0.07722371
247.07126700,0.29461384,0.00284293,0.35018382,58.52004683,-0.03072171
247.27170700,0.29461784,0.00284293,0.35018882,58.85257283,-0.06349871
247.47214700,0.29463884,0.00284293,0.35021382,58.12305183,-0.07905471
247.67258700,0.29465184,0.00284293,0.35022882,58.86252783,-0.09913171
247.87302700,0.29465284,0.00284293,0.35023082,58.33955683,-0.12580171
248.07346700,0.29466984,0.00284393,0.35025082,58.34381883,-0.17258071
248.27390700,0.29467984,0.00284393,0.35026282,58.32172083,-0.15611371
248.47434700,0.29469184,0.00284393,0.35027682,58.44557083,-0.15987471
248.67478700,0.29470284,0.00284393,0.35028982,58.43707983,-0.17083571
248.87522700,0.29472484,0.00284393,0.35031582,57.49649283,-0.20525671
249.07566700,0.29475084,0.00284393,0.35034682,58.07508583,-0.25906471
249.27510500,0.29476184,0.00284493,0.35035982,57.18824183,-0.33353171
249.47554500,0.29477484,0.00284493,0.35037582,57.51140083,-0.38472271
249.67598500,0.29479084,0.00284493,0.35039382,58.46259883,-0.42246671
249.87643300,0.29480884,0.00284493,0.35041582,58.18818783,-0.37638471
250.07691300,0.29482684,0.00284493,0.35043782,57.71118283,-0.36003171
250.27739300,0.29484484,0.00284493,0.35045882,57.93401483,-0.39445771
250.47787300,0.29486084,0.00284593,0.35047782,58.20358883,-0.38515671
250.67835300,0.29488084,0.00284593,0.35050182,58.80674483,-0.42167571
250.87883300,0.29491784,0.00284593,0.35054482,58.12057883,-0.43404471
251.07931300,0.29493884,0.00284593,0.35056982,58.70806683,-0.46447771
251.27979300,0.29496484,0.00284593,0.35060082,58.77951683,-0.47191971
251.48027300,0.29497084,0.00284693,0.35060882,58.43914183,-0.46301371
251.68075300,0.29496384,0.00284593,0.35060082,57.76181083,-0.43606771
251.88123300,0.29500484,0.00284693,0.35064882,58.40197783,-0.40182171
252.08171300,0.29500584,0.00284693,0.35065082,58.33338283,-0.38142771
252.28219300,0.29502684,0.00284693,0.35067482,58.34359983,-0.41684671
252.48267300,0.29504584,0.00284693,0.35069782,58.27026083,-0.40567271
252.68315300,0.29508084,0.00284793,0.35073982,58.90148483,-0.37364371
252.88363300,0.29509084,0.00284793,0.35075082,58.45445583,-0.34392871
253.08411300,0.29508784,0.00284793,0.35074782,58.60470183,-0.35504971
253.28459300,0.29508184,0.00284793,0.35073982,58.01940083,-0.36589471
253.48507300,0.29510884,0.00284793,0.35077282,58.40930983,-0.40927971
253.68555300,0.29511684,0.00284793,0.35078182,58.13131983,-0.37094271
253.88603300,0.29512584,0.00284793,0.35079282,57.97603383,-0.35579271
254.08651300,0.29511784,0.00284793,0.35078382,58.22993983,-0.33853471
254.28699300,0.29513284,0.00284793,0.35080082,58.33234183,-0.33782371
254.48747300,0.29513484,0.00284793,0.35080382,58.25824183,-0.30046471
254.68795300,0.29516584,0.00284793,0.35083982,58.40853883,-0.32229571
254.88843300,0.29516884,0.00284793,0.35084382,58.48719683,-0.29973171
255.08891300,0.29518084,0.00284893,0.35085882,58.89922483,-0.31637371
255.28939300,0.29521584,0.00284893,0.35089982,58.78131883,-0.29926971
255.48987300,0.29522284,0.00284893,0.35090782,58.08642183,-0.32730371
255.69035300,0.29524584,0.00284893,0.35093582,58.91926083,-0.32598271
255.89083300,0.29526784,0.00284893,0.35096182,58.49743683,-0.30322971
256.09131300,0.29529584,0.00284993,0.35099482,58.49398683,-0.30511971
256.29179300,0.29529584,0.00284993,0.35099482,58.12610483,-0.31462171
256.49227300,0.29529384,0.00284993,0.35099182,58.58167583,-0.29920571
256.69275300,0.29530984,0.00284993,0.35101082,58.77040183,-0.37515371
256.89323300,0.29533784,0.00284993,0.35104482,58.86594583,-0.35675971
257.09371300,0.29533384,0.00284993,0.35103982,58.53115783,-0.32399371
257.29419300,0.29534984,0.00284993,0.35105882,58.07470983,-0.32926071
257.49467300,0.29533584,0.00284993,0.35104282,57.75760183,-0.30733871
257.69515300,0.29533284,0.00284993,0.35103882,58.44088883,-0.33205271
257.89563300,0.29533284,0.00284993,0.35103882,58.11099283,-0.30419771
258.09611300,0.29532784,0.00284993,0.35103282,58.63265783,-0.41549871
258.29659300,0.29533684,0.00284993,0.35104382,58.07156083,-0.42112771
258.49707300,0.29533884,0.00284993,0.35104582,58.61157883,-0.39721871
258.69755300,0.29537584,0.00284993,0.35108982,58.63268583,-0.38099771
258.89803300,0.29536084,0.00284993,0.35107282,58.69464083,-0.34744171
259.09851300,0.29537384,0.00284993,0.35108782,58.38930883,-0.33691271
259.29899300,0.29537784,0.00284993,0.35109282,58.40090983,-0.36758071
259.49947300,0.29535784,0.00284993,0.35106882,58.92686683,-0.39286171
259.69995300,0.29535384,0.00284993,0.35106282,58.99356883,-0.32016671
259.90043300,0.29535684,0.00284993,0.35106782,58.00393083,-0.31784671
260.10091300,0.29537884,0.00284993,0.35109282,59.21388283,-0.31674171
260.30139300,0.29540984,0.00285093,0.35112982,58.73272483,-0.32531371
260.50187300,0.29539784,0.00285093,0.35111682,58.15607283,-0.29362371
260.70235300,0.29540984,0.00285093,0.35112982,58.61484783,-0.28167771
260.90283300,0.29542484,0.00285093,0.35114782,58.01763183,-0.25084371
261.10331300,0.29542984,0.00285093,0.35115482,58.01119283,-0.28029771
261.30379300,0.29544184,0.00285093,0.35116782,58.45119383,-0.26788471
261.50427300,0.29544284,0.00285093,0.35116982,59.40270483,-0.24977771
261.70475300,0.29545984,0.00285093,0.35118982,58.21163083,-0.25989671
261.90523300,0.29545884,0.00285093,0.35118882,58.84649183,-0.25048371
262.10571300,0.29546084,0.00285093,0.35119082,58.35801983,-0.21761071
262.30619300,0.29547184,0.00285093,0.35120382,59.10006183,-0.21228071
262.50667300,0.29549484,0.00285193,0.35123082,57.60118083,-0.20637771
262.70715300,0.29548884,0.00285193,0.35122382,59.03095183,-0.14924071
262.90763300,0.29550884,0.00285193,0.35124782,58.51962783,-0.17718971
263.10811300,0.29553084,0.00285193,0.35127382,58.19605683,-0.19445171
263.30859300,0.29552684,0.00285193,0.35126882,58.23144983,-0.15551571
263.50907300,0.29549484,0.00285193,0.35123182,58.36593883,-0.12326271
263.70955300,0.29549584,0.00285193,0.35123282,58.80400183,-0.12178371
263.91003300,0.29551884,0.00285193,0.35125882,58.10495183,-0.10403171
264.11051300,0.29550284,0.00285193,0.35124082,58.32265183,-0.09763171
264.31099300,0.29551184,0.00285193,0.35125182,58.22492783,-0.05888371
264.51147300,0.29553384,0.00285193,0.35127782,58.18080583,-0.12314071
264.71195300,0.29555284,0.00285193,0.35130082,58.37584683,-0.10736271
264.91243300,0.29555884,0.00285193,0.35130782,57.91648883,-0.07449871
265.11291300,0.29555984,0.00285193,0.35130882,58.60959583,-0.01556071
265.31339300,0.29557484,0.00285193,0.35132582,58.50229183,0.01379929
265.51387300,0.29560784,0.00285293,0.35136582,58.21356083,-0.05974171
265.71435300,0.29563484,0.00285293,0.35139782,57.78294483,-0.10952971
265.91483300,0.29564184,0.00285293,0.35140582,58.81435583,-0.11166971
266.11531300,0.29565384,0.00285293,0.35142082,58.34842383,-0.04422871
266.31579300,0.29564784,0.00285293,0.35141282,57.87323883,-0.07755271
266.51627300,0.29563784,0.00285293,0.35140082,57.88521883,-0.02153871
266.71575100,0.29568084,0.00285293,0.35145282,58.81130483,-0.04729571
266.91623100,0.29567784,0.00285293,0.35144882,58.63722383,-0.10264671
267.11671100,0.29568684,0.00285293,0.35145982,58.33369283,-0.10586071
267.31719100,0.29566884,0.00285293,0.35143782,58.38074583,-0.11117271
267.51767100,0.29569484,0.00285393,0.35146882,58.83802683,-0.08131871
267.71815100,0.29573284,0.00285393,0.35151482,59.24020583,-0.06295871
267.91863100,0.29572884,0.00285393,0.35150882,58.75980083,-0.09788271
268.11911100,0.29576284,0.00285393,0.35154982,58.25316783,-0.13134471
268.31959100,0.29575784,0.00285393,0.35154382,58.05066483,-0.06330371
268.52007100,0.29575784,0.00285393,0.35154382,58.35020983,-0.10878371
268.72055100,0.29577784,0.00285393,0.35156682,58.64298683,-0.08891271
268.92103100,0.29579184,0.00285393,0.35158482,58.86200583,-0.10887271
269.12151100,0.29579584,0.00285493,0.35158882,58.55574383,-0.09133571
269.32199000,0.29579984,0.00285493,0.35159482,58.61916483,-0.06174171
269.52247000,0.29581984,0.00285493,0.35161782,58.16550783,-0.07255071
269.72295000,0.29580984,0.00285493,0.35160482,58.81118083,-0.11867671
269.92343000,0.29580684,0.00285493,0.35160282,58.62975683,-0.14023971
270.12391000,0.29582484,0.00285493,0.35162282,58.96662983,-0.18847271
270.32439000,0.29585884,0.00285493,0.35166382,58.58617083,-0.23771071
270.52487000,0.29587084,0.00285493,0.35167782,58.15975983,-0.22054171
270.72535000,0.29589984,0.00285593,0.35171282,59.05279483,-0.17426971
270.92583100,0.29591784,0.00285593,0.35173482,58.27575883,-0.09194771
271.12631100,0.29589484,0.00285493,0.35170682,58.18190683,-0.08173171
271.32679100,0.29589484,0.00285493,0.35170682,59.22882083,-0.11082971
271.52727100,0.29591184,0.00285593,0.35172682,58.76128383,-0.04246871
271.72775100,0.29592384,0.00285593,0.35174082,58.14599183,-0.03110071
271.92823100,0.29593384,0.00285593,0.35175282,57.73705883,0.00250129
272.12871100,0.29593684,0.00285593,0.35175582,58.16866083,-0.04889371
272.32919100,0.29594784,0.00285593,0.35176982,58.20878183,-0.04997671
272.52967100,0.29596384,0.00285593,0.35178882,58.73560383,-0.11776071
272.73015100,0.29598884,0.00285593,0.35181882,58.78142383,-0.17951671
272.93063100,0.29597984,0.00285593,0.35180782,58.49195083,-0.21761771
273.13111100,0.29599484,0.00285593,0.35182582,58.67117683,-0.28922271
273.33159100,0.29599984,0.00285593,0.35183182,58.65742183,-0.21614471
273.53207100,0.29600784,0.00285693,0.35184182,58.32192083,-0.17090271
273.73255100,0.29601884,0.00285693,0.35185482,58.28535683,-0.20252871
273.93303100,0.29598484,0.00285593,0.35181382,58.50755783,-0.20499671
